1.1,1.1,1.2,1.2,2.1,2.1,2.2,2.2,3.1,3.1,3.2,3.2,4.1,4.1,4.2,4.2,5.1,5.1,5.2,5.2,6.1,6.1,6.2,6.2,7.1,7.1,7.2,7.2,8.1,8.1,8.2,8.2,9.1,9.1,9.2,9.2,10.1,10.1,10.2,10.2,11.1,11.1,11.2,11.2,12.1,12.1,12.2,12.2,13.1,13.1,13.2,13.2,14.1,14.1,14.2,14.2,15.1,15.1,15.2,15.2,16.1,16.1,16.2,16.2,17.1,17.1,17.2,17.2,18.1,18.1,18.2,18.2,0.1,0.1,0.2,0.2,0.3,0.3,END
argument,weekend,argument,shower,able,robe,able,proof,ancient,cereal,ancient,smart,april,entry,april,moth,banana,chin,banana,confess,africa,start,africa,held,acquire,notice,acquire,excuse,anger,award,anger,construct,angel,actress,angel,penguin,australia,skid,australia,rhyme,adjective,guard,adjective,remember,abandon,student,abandon,thin,abnormal,oats,abnormal,cheese,active,beak,active,clothes,ascent,stick,ascent,squeak,anxiety,tangerine,anxiety,thirst,bride,contacts,bride,hiccup,artist,worst,artist,empty,minus,nerd,escalator,sorority,logarithm,situation,END
armor,goldfish,armor,walnut,banjo,wrath,banjo,fruit,apple,snob,apple,millionth,army,pedal,army,speech,baseball,zucchini,baseball,person,alert,cabbage,alert,thread,action,turtle,action,teacher,artichoke,pencil,artichoke,mouse,argue,gander,argue,tack,boxer,goblet,boxer,freeway,admit,sample,admit,concrete,anchor,airplane,anchor,minor,attic,cider,attic,bracelet,affirm,whistle,affirm,prom,athletic,tile,athletic,ambulance,base,gone,base,ahead,bush,hiccup,bush,candy,awful,trout,awful,team,platypus,nectarine,cat,ahoy,security,cortical,END
bargain,same,bargain,police,bench,tricycle,bench,cleaner,ball,nature,ball,news,backpack,hours,backpack,vision,beast,biscuit,beast,queen,area,awake,area,ceiling,arrow,hoop,arrow,face,bicycle,flop,bicycle,stove,ashamed,class,ashamed,gander,cabin,brown,cabin,nightgown,bleed,print,bleed,pedigree,assume,auto,assume,airplane,aunt,tennis,aunt,pilot,blanket,loser,blanket,rise,balloon,early,balloon,dollar,basket,whip,basket,spider,cheerful,dustpan,cheerful,shave,backward,unknown,backward,wire,camisole,extrovert,honeydew,machete,cow,hug,END
beer,view,beer,polite,boil,stupid,boil,homework,birch,pizza,birch,sale,bath,fair,bath,sheep,belief,apron,belief,chin,bean,held,bean,circus,basement,skin,basement,item,bison,dessert,bison,allow,band,toes,band,pigeon,camp,freeway,camp,pull,blue,span,blue,similar,attack,polish,attack,spoiled,amble,business,amble,tennis,bravery,dive,bravery,buffalo,bathroom,vault,bathroom,trade,blink,ache,blink,earring,china,drum,china,lonely,bend,bashful,bend,chevron,ant,bus,france,newton,beautiful,owl,END
blood,scent,blood,goldfish,bookcase,tongs,bookcase,coat,brain,journey,brain,found,bird,center,bird,sofa,black,achieve,black,bridge,butterfly,gamble,butterfly,rocks,begin,promise,begin,secure,bomb,mouse,bomb,barn,battalion,gather,battalion,spatula,clay,valuable,clay,constant,broccoli,newspaper,broccoli,attach,bake,jewel,bake,screws,buckle,lamp,buckle,arrival,bread,court,bread,raven,blush,nephew,blush,monthly,borrow,furniture,borrow,ribs,clearance,crow,clearance,kettle,canary,pony,canary,unknown,medieval,alligator,sassafras,rug,maybe,emote,END
book,president,book,beat,breakfast,thimble,breakfast,dime,care,smoke,care,cello,builder,ordeal,builder,hours,bowl,stand,bowl,fright,chip,coffee,chip,conceited,belt,party,belt,notice,brick,save,brick,flop,beehive,foresight,beehive,umbrella,clipper,retain,clipper,arms,broom,ketchup,broom,cloth,beaver,hitchhike,beaver,prince,bullet,writer,bullet,giraffe,bungalow,sunday,bungalow,heat,body,skunk,body,raspberry,bother,blender,bother,steel,clown,limousine,clown,bright,canoe,elephant,canoe,spit,cigar,deodorant,spanish,tax,recliner,seatbelt,END
boss,willow,boss,juvenile,browse,ocean,browse,morning,cars,square,cars,fish,cactus,tired,cactus,monster,bronco,cabinet,bronco,stand,corn,ceiling,corn,start,casual,bark,casual,creative,broken,mitten,broken,second,bolts,question,bolts,trolley,concern,pull,concern,lace,bureau,flag,bureau,catfish,being,minor,being,full,buzzard,crossbow,buzzard,surfboard,chromium,buffalo,chromium,insurance,bounce,slip,bounce,tongue,boys,yard,boys,layer,cook,average,cook,kidnap,child,tart,child,shell,geometry,harmonica,stellar,magnet,thing,airshaft,END
busy,movie,busy,knock,camel,maze,camel,terrible,castle,reliable,castle,saucer,carry,drip,carry,color,calf,attain,calf,achieve,dinosaur,conceited,dinosaur,door,cheat,shake,cheat,watch,burp,barn,burp,pencil,boyfriend,tray,boyfriend,eagle,crafts,twist,crafts,garden,butter,attempt,butter,home,blonde,ledge,blonde,expensive,cage,blueberry,cage,year,circle,chirp,circle,ride,brilliant,slap,brilliant,family,britain,spider,britain,amount,creator,dirt,creator,collect,chocolate,bump,chocolate,storm,emergency,graduation,tooth,garland,special,printer,END
cancel,punch,cancel,bumps,change,unlock,change,creep,chapel,tweezers,chapel,cake,chipmunk,cold,chipmunk,sneeze,challenge,tissue,challenge,daily,disease,coral,disease,noise,criminal,luck,criminal,novice,chemistry,shape,chemistry,save,branch,hula,branch,cloudy,crash,amuse,crash,spread,cannon,lawn,cannon,guard,brush,drag,brush,sack,choose,hunger,choose,critical,city,insurance,city,foot,bumpy,smile,bumpy,fist,carrot,scare,carrot,itch,crime,buoy,crime,tractor,comb,flakes,comb,mandarin,,,,,,,END
candle,break,candle,theory,charm,proof,charm,society,chat,catapult,chat,smoke,church,hand,church,clamp,chance,cuddle,chance,weather,drain,rocks,drain,cabbage,cucumber,novice,cucumber,gift,clear,wine,clear,brother,bubble,snake,bubble,danger,different,bluejay,different,coke,celery,plane,celery,flag,cathedral,accuse,cathedral,hitchhike,coconut,lunch,coconut,finch,code,unclear,code,bizarre,cottage,test,cottage,milk,cash,accurate,cash,buggy,cylinder,plan,cylinder,purse,cushion,crocodile,cushion,weight,,,,,,,END
cell,hospital,cell,president,cheetah,wood,cheetah,tricycle,choice,bouquet,choice,bleach,club,number,club,genuine,chew,skinny,chew,animal,goat,important,goat,poem,curtain,direction,curtain,robbery,cloak,crooked,cloak,flamingo,build,scream,build,fries,dust,spoon,dust,compact,claims,sailboat,claims,span,chair,thin,chair,bayonet,continent,critical,continent,eggs,control,trouble,control,cute,couch,trade,couch,inhale,cautious,enter,cautious,fantasy,diamond,vine,diamond,rogue,easy,learn,easy,dealer,,,,,,,END
coin,hostess,coin,drill,cherry,pavement,cherry,robe,clarinet,legend,clarinet,goose,coyote,cutthroat,coyote,desk,cough,bull,cough,harp,ground,poem,ground,walrus,dish,trip,dish,bone,computer,land,computer,soup,carpet,penguin,carpet,tray,earmuffs,lemon,earmuffs,valuable,cure,bore,cure,flower,company,expensive,company,drag,cork,destroy,cork,warn,cruel,prom,cruel,sleep,crackle,inhale,crackle,leaf,cave,crayon,cave,marble,enough,tractor,enough,vine,elect,difficult,elect,sing,,,,,,,END
confusion,menu,confusion,scent,closing,coat,closing,wind,clatter,cake,clatter,bouquet,dense,hole,dense,hand,crops,once,crops,dangerous,guilt,strange,guilt,clam,east,ladder,east,health,cowboy,advice,cowboy,stair,chief,umbrella,chief,actress,evidence,nightgown,evidence,many,descent,dinner,descent,object,cool,bass,cool,desert,cups,cheese,cups,destroy,doll,priest,doll,plain,deep,monthly,deep,nephew,college,tent,college,crayon,excited,bright,excited,disappear,faint,wire,faint,cents,,,,,,,END
consume,polite,consume,basic,comment,closet,comment,wood,dandelion,clang,dandelion,catapult,eject,fashion,eject,ordeal,deaf,wing,deaf,cuddle,hallway,grandma,hallway,concert,empire,dishonest,empire,investor,dagger,beard,dagger,tuna,evil,grand,evil,race,extinct,many,extinct,building,doughnut,puff,doughnut,attempt,copy,temple,copy,earth,daytime,follow,daytime,sleigh,dress,heave,dress,chirp,embarrass,acute,embarrass,yell,conscious,wrist,conscious,float,explode,kettle,explode,kids,finish,shell,finish,virtue,,,,,,,END
course,leather,course,punch,crunchy,skillet,crunchy,obey,defeat,shallow,defeat,tweezers,failure,envelope,failure,lettuce,detail,prejudice,detail,jeans,harpoon,knight,harpoon,piped,exit,domain,exit,decay,defense,flamingo,defense,tabloids,facet,eagle,facet,scream,eyes,phone,eyes,alone,dusk,remember,dusk,bore,dots,ruler,dots,senator,decision,cracker,decision,bucket,employer,cotton,employer,Sunday,eyebrows,feeling,eyebrows,fiction,cover,bedroom,cover,caribou,friend,tire,friend,clockwise,fortune,tripod,fortune,movement,,,,,,,END
cultural,shower,cultural,hostess,daring,cleaner,daring,stripe,dream,helmet,dream,shallow,grab,bazooka,grab,ageless,donation,starling,donation,garage,hatchet,west,hatchet,seek,feet,priceless,feet,shine,duty,spring,duty,later,turnip,saxophone,turnip,grand,father,wrench,father,duck,elbow,zebra,elbow,sailboat,electric,screws,electric,arrogant,dill,sweater,dill,worry,enemy,congress,enemy,reef,formal,play,formal,parakeet,data,state,data,bottle,future,candy,future,average,furnish,lapse,furnish,purpose,,,,,,,END
fence,police,fence,fallacy,discreet,telephone,discreet,ocean,egypt,dependent,egypt,square,halt,cliff,halt,tired,done,sugar,done,camera,hate,trombone,hate,illegal,finger,blouse,finger,bark,energy,later,energy,headache,flash,cloudy,flash,increase,faucet,chop,faucet,amuse,emerald,chime,emerald,meaning,fiance,full,fiance,plastic,drool,pilot,drool,follow,exact,clothes,exact,period,general,parakeet,general,straw,dictate,fitting,dictate,tangerine,glow,sympathy,glow,plan,grave,storm,grave,tart,,,,,,,END
flea,disciple,flea,trash,exhale,offense,exhale,mirror,exercise,agreement,exercise,appear,hell,sheep,hell,fair,dumb,sign,dumb,once,length,star,length,important,force,shine,force,bathtub,fighter,whole,fighter,spring,girl,willing,girl,crack,fawn,ticket,fawn,cheap,erupt,negligent,erupt,sample,flicker,sophomore,flicker,ruler,explain,year,explain,away,flame,answer,flame,garlic,glad,hair,glad,mackerel,drunk,marble,drunk,yard,grenade,stack,grenade,space,hamburger,minute,hamburger,winter,,,,,,,END
freedom,drill,freedom,bowels,fake,dime,fake,thimble,gross,necklace,gross,jabber,hypnotize,trait,hypnotize,hole,falcon,weather,falcon,zucchini,leotards,picket,leotards,food,forever,shawl,forever,santa,folder,sparkle,folder,award,greed,whisper,greed,baby,fear,hard,fear,floor,manners,diary,manners,blinds,flute,best,flute,uncle,fall,dark,fall,cracker,gold,whale,gold,answer,harbor,raspberry,harbor,stick,encourage,earring,encourage,oven,hornet,cedar,hornet,limousine,hold,dealer,hold,ashtray,,,,,,,END
glory,loan,glory,weekend,female,morning,female,suggest,hook,cello,hook,stain,language,genuine,language,fashion,fire,camera,fire,table,letter,ditch,letter,coral,grin,dresser,grin,trip,freezer,calculate,freezer,peek,handsome,loss,handsome,whisper,fragile,floor,fragile,adventure,nurse,scooter,nurse,newspaper,forest,plastic,forest,calories,frame,close,frame,sting,halloween,foot,halloween,relative,hemp,assault,hemp,wild,enlarge,patience,enlarge,sister,hunter,strung,hunter,crow,innocent,vest,innocent,bashful,,,,,,,END
grasp,heaven,grasp,load,field,dolphin,field,offense,hurt,cans,hurt,stool,leader,water,leader,drip,foreign,pain,foreign,sweat,lips,partridge,lips,poison,high,banner,high,blouse,frog,snatch,frog,press,horn,crack,horn,wife,glue,adventure,glue,bluejay,obsession,robust,obsession,puff,forgive,kite,forgive,chisel,game,arrival,game,blueberry,hamster,unfair,hamster,south,hint,ambulance,hint,clash,faith,young,faith,wrist,idea,ending,idea,neutron,italian,cents,italian,trout,,,,,,,END
honesty,traumatic,honesty,wacky,football,homework,football,calm,huts,film,huts,fury,lime,assistant,lime,water,gorilla,peas,gorilla,wing,locus,walrus,locus,knit,hurricane,approach,hurricane,turtle,goal,stair,goal,dessert,hyena,chalk,hyena,breathe,hill,absurd,hill,goblet,package,similar,package,donkey,glove,pudding,glove,kite,gate,surfboard,gate,fork,hound,plead,hound,tuba,house,fiction,house,subject,front,guitar,front,ring,jail,quiet,jail,drink,lend,turn,lend,monotone,,,,,,,END
hotel,disc,hotel,traumatic,forward,obey,forward,pavement,jigsaw,country,jigsaw,reliable,lode,homeless,lode,number,grill,organize,grill,cabinet,march,addition,march,grandma,hymn,health,hymn,direction,grass,tabloids,grass,shape,inferior,breathe,inferior,alive,holy,lace,holy,hard,parsley,sniff,parsley,lawn,green,crowd,green,accuse,gopher,steam,gopher,sweater,jelly,workout,jelly,plead,leap,clash,leap,medal,garbage,fantasy,garbage,tent,large,collect,large,acoustic,less,together,less,flakes,,,,,,,END
judge,tree,judge,ballet,fridge,story,fridge,unlock,joke,rays,joke,scratch,microwave,hawk,microwave,center,group,daily,group,sentence,market,piped,market,alkaline,ignore,train,ignore,board,jacket,brother,jacket,crooked,kick,boring,kick,heart,invite,alone,invite,slave,peak,rough,peak,ketchup,harvest,welcome,harvest,bass,grease,giraffe,grease,chaos,kind,sleep,kind,mushroom,modern,adults,modern,test,gown,windmill,gown,slingshot,leave,purse,leave,patient,lift,avocado,lift,turn,,,,,,,END
knee,carrots,knee,menu,frown,creep,frown,tongs,lady,found,lady,film,mine,sofa,mine,muscle,guppy,person,guppy,sugar,material,ankle,material,partridge,indoor,gift,indoor,gain,joyous,headache,joyous,flasher,lawyer,wash,lawyer,gather,keeper,card,keeper,wrench,pool,donkey,pool,dinner,hear,chisel,hear,temple,hidden,boots,hidden,steam,knowledge,blackbird,knowledge,cotton,napkin,immortal,napkin,marker,growth,ring,growth,young,oriole,chest,oriole,drum,marriage,check,marriage,lapse,,,,,,,END
liar,naked,liar,movie,greet,projector,greet,stamp,mile,fury,mile,agreement,nylons,sneeze,nylons,ghost,hammer,jeans,hammer,pelican,medicine,insane,medicine,picket,long,watch,long,banner,kiss,shut,kiss,bell,luggage,mink,luggage,actor,lion,compact,lion,cologne,predict,fast,predict,sniff,idiot,pound,idiot,dove,light,beef,light,life,lamb,period,lamb,cape,opening,holiday,opening,cause,immature,caribou,immature,date,level,office,level,buoy,meeting,doorknob,meeting,worst,,,,,,,END
maid,ballet,maid,break,groceries,fungus,groceries,accept,mist,reason,mist,helmet,octopus,ghost,octopus,envelope,happy,sentence,happy,thick,nervous,knit,nervous,strange,mangle,excuse,mangle,tortoise,lake,financial,lake,beard,mixture,heart,mixture,class,missile,highway,missile,cranberry,public,home,public,bike,male,blame,male,pudding,lightning,warn,lightning,close,leopard,hurry,leopard,beak,owner,milk,owner,escape,juice,beach,juice,bite,lick,lonely,lick,perch,moose,loud,moose,avocado,,,,,,,END
manager,staple,manager,tree,iguana,satin,iguana,dolphin,money,saucer,money,legend,onion,desk,onion,sunset,honor,growl,honor,biscuit,nice,thumb,nice,insane,menace,creative,menace,seaweed,line,unusual,line,turkey,monkey,pigeon,monkey,loss,multiply,asia,multiply,card,raisin,pedigree,raisin,plane,math,senator,math,pound,massage,away,massage,lunch,listen,south,listen,dive,path,leaf,path,immortal,ladle,layer,ladle,guitar,limp,boat,limp,quiet,needle,crazy,needle,annoy,,,,,,,END
mistake,knock,mistake,seagull,jump,mirror,jump,satin,mother,bleach,mother,dependent,patriot,sunset,patriot,homeless,lantern,eavesdrop,lantern,growl,none,seek,none,glass,ostrich,seaweed,ostrich,skin,machine,flasher,machine,unusual,motion,race,motion,alcohol,next,dancer,next,highway,rattle,bike,rattle,lungs,messy,dove,messy,welcome,mixer,explosion,mixer,boots,magic,mushroom,magic,heave,politics,straw,politics,vault,moon,sister,moon,threat,maker,neutron,maker,zone,obstacle,purpose,obstacle,shade,,,,,,,END
mountain,emotion,mountain,carrots,jungle,mold,jungle,delicate,otter,bacon,otter,stone,pine,tear,pine,bazooka,lesson,ribbon,lesson,crab,olive,poison,olive,fudge,pajamas,bathtub,pajamas,poker,major,allow,major,demand,pick,fries,pick,wonder,parka,command,parka,lemon,roof,attach,roof,disagree,metal,cupboard,metal,student,native,hare,native,laugh,mail,plain,mail,blackbird,potato,devil,potato,burlesque,motel,ribs,motel,unkempt,oyster,perch,oyster,create,orange,summary,orange,doorknob,,,,,,,END
muzzle,bowels,muzzle,willow,king,accept,king,rotten,phantom,stone,phantom,reason,property,deer,property,raccoon,loose,draw,loose,preview,paper,illegal,paper,ankle,partner,bone,partner,train,minnow,construct,minnow,blend,pier,baton,pier,saxophone,preach,cologne,preach,brown,seat,blinds,seat,point,mystical,calories,mystical,heavy,nickname,bucket,nickname,spot,negative,rise,negative,accordion,rain,atom,rain,assault,musk,thirst,musk,ache,pillow,noodles,pillow,ending,peacock,chevron,peacock,summary,,,,,,,END
name,screech,name,dull,knife,wind,knife,sick,present,mall,present,snob,record,clamp,record,damsel,navy,harp,navy,draw,persuade,last,persuade,addition,place,decay,place,beam,mustache,account,mustache,whole,plug,danger,plug,baton,prospect,constant,prospect,cart,sense,perfect,sense,scooter,note,world,note,crowd,peanut,finch,peanut,explosion,pass,relative,pass,unfair,ready,tongue,ready,play,offstage,threat,offstage,beach,pledge,crescent,pledge,collar,penny,lobster,penny,subway,,,,,,,END
nightmare,monk,nightmare,heaven,magazine,clue,magazine,rifle,profound,fish,profound,climb,revolver,feather,revolver,eyeliner,normal,bridge,normal,bull,piano,hose,piano,order,porcupine,grape,porcupine,luck,naive,press,naive,nail,razor,wonder,razor,hula,protect,swimsuit,protect,retain,shark,days,shark,music,obvious,prince,obvious,chain,pill,cougar,pill,climate,pepper,gratuity,pepper,hurry,relax,cause,relax,smile,past,seller,past,surgeon,private,collar,private,crescent,perfume,monotone,perfume,lobster,,,,,,,END
oxygen,load,oxygen,screech,middle,stripe,middle,live,repeat,stain,repeat,pizza,rooster,pineapple,rooster,eggplant,park,acid,park,sign,pickle,glass,pickle,farm,precise,face,precise,dresser,nose,caper,nose,helper,roast,outdoors,roast,foresight,purple,meat,purple,liberty,short,cellar,short,rough,panther,driver,panther,fill,plate,worry,plate,problem,pimple,kitchen,pimple,priest,rice,squeak,rice,doctor,pearl,habit,pearl,state,puzzle,acoustic,puzzle,stack,pheasant,florida,pheasant,legs,,,,,,,END
partial,fallacy,partial,quick,mind,pistol,mind,mouth,return,stool,return,late,sand,moth,sand,feather,promote,chase,promote,pain,power,food,power,thumb,push,bagpipe,push,dishonest,olympics,divide,olympics,financial,separate,blow,separate,iron,pyramid,cart,pyramid,husband,shoulder,concrete,shoulder,aware,pear,earth,pear,sophomore,pliers,chaos,pliers,cougar,plum,heat,plum,barley,room,reptile,room,early,positive,unkempt,positive,enter,rope,suit,rope,rivalry,python,movement,python,vest,,,,,,,END
primate,beat,primate,disc,minimum,fruit,minimum,guess,scarf,millionth,scarf,example,sharp,salt,sharp,trait,pumpkin,animal,pumpkin,organize,reel,circus,reel,compound,request,robbery,request,shawl,painting,peek,painting,advice,skis,increase,skis,apartment,rabbit,liberty,rabbit,phone,show,catfish,show,cellar,poetry,desert,poetry,neck,prison,racquet,prison,dark,princess,tuba,princess,unclear,ship,dollar,ship,radish,radio,itch,radio,whip,sardine,rogue,sardine,chest,quart,annoy,quart,check,,,,,,,END
squirrel,beets,squirrel,same,narrow,tiptoe,narrow,story,shame,chicken,shame,country,sink,flirt,sink,cliff,reaction,chimp,reaction,peas,referee,sandals,referee,hose,rocket,tortoise,rocket,bagpipe,parent,bell,parent,sock,slippers,tack,slippers,chalk,retort,husband,retort,skid,specific,object,specific,perfect,poor,inject,poor,best,rhubarb,eggs,rhubarb,island,read,garlic,read,kitchen,shoe,subject,shoe,reptile,real,bottle,real,bedroom,send,clockwise,send,tire,rental,subway,rental,learn,,,,,,,END
stolen,seagull,stolen,loan,part,rotten,part,fungus,shock,crowbar,shock,bacon,small,ethics,small,clock,sauce,dangerous,sauce,starling,rocker,thread,rocker,sandals,salad,secure,salad,skill,peace,second,peace,calculate,soap,apartment,soap,barrel,river,cranberry,river,dancer,strong,planet,strong,join,quack,neck,quack,cupboard,sandwich,sting,sandwich,lamp,seal,ride,seal,court,sight,escape,sight,tile,recipe,date,recipe,lock,smash,shave,smash,novel,repair,ashtray,repair,tripod,,,,,,,END
stream,trash,stream,exchange,pour,delicate,pour,pants,shoelace,sale,shoelace,clang,speed,clock,speed,salt,service,piece,service,apron,better,door,better,awake,scissors,crown,scissors,party,plant,weird,plant,brigade,stereo,actor,stereo,mink,road,secret,road,command,suppose,music,suppose,bear,sandpaper,swimmer,sandpaper,polish,self,fork,self,crossbow,shield,alike,shield,whale,slide,doctor,slide,feeling,refuse,slingshot,refuse,scare,snore,create,snore,dustpan,rich,mandarin,rich,washer,,,,,,,END
swamp,bumps,swamp,staple,pride,calm,pride,projector,skirt,scratch,skirt,chicken,spice,speech,spice,pineapple,soft,garage,soft,piece,rose,clam,rose,gamble,smooth,receive,smooth,domain,plea,brigade,plea,wine,street,spatula,street,blow,rules,cheap,rules,absurd,taxi,aware,taxi,chime,schedule,heavy,schedule,bank,shack,climate,shack,oats,simple,bizarre,simple,whistle,smell,wild,smell,acute,rude,lock,rude,accurate,snow,rivalry,snow,office,shop,sing,shop,together,,,,,,,END
swan,raft,swan,naked,rare,sick,rare,telephone,soprano,human,soprano,cereal,station,vision,station,cold,spaghetti,pelican,spaghetti,chase,round,farm,round,west,smudge,board,smudge,cats,rake,tuna,rake,account,strength,wife,strength,snake,sheets,garden,sheets,swimsuit,title,file,title,science,search,fill,search,driver,slow,style,slow,writer,sour,cape,sour,staff,spear,family,spear,hair,saddle,amount,saddle,blender,sound,drink,sound,drug,shrimp,shade,shrimp,loud,,,,,,,END
thaw,juvenile,thaw,view,shampoo,pants,shampoo,skillet,spinach,neat,spinach,necklace,storage,lettuce,storage,pedal,stagger,preview,stagger,ribbon,salmon,noise,salmon,trombone,snail,santa,snail,approach,scotch,demand,scotch,mitten,swing,alive,swing,willing,shirt,duck,shirt,beware,travel,bear,travel,fast,silk,arrogant,silk,world,soda,bracelet,soda,drop,spasm,raven,spasm,gratuity,spray,fist,spray,atom,school,oven,school,graph,splice,zone,splice,boat,squint,team,squint,crocodile,,,,,,,END
treat,quick,treat,disciple,shed,rifle,shed,pistol,string,goose,string,neat,stress,eyeliner,stress,deer,steering,sweat,steering,chimp,squid,order,squid,star,snap,gain,snap,crown,sorrow,helper,sorrow,shut,tall,alcohol,tall,outdoors,shoot,building,shoot,asia,unify,point,unify,days,speak,prune,speak,ledge,spill,sleigh,spill,hunger,stork,accordion,stork,head,system,medal,system,devil,sled,steel,sled,patience,strap,novel,strap,sympathy,steak,weight,steak,elephant,,,,,,,END
troll,song,troll,leather,sigh,guess,sigh,wrath,study,climb,study,mall,suffer,eggplant,suffer,ethics,step,confess,step,prejudice,supper,fudge,supper,knight,stage,skill,stage,grape,sparrow,soup,sparrow,snatch,tickle,peach,tickle,safe,shopping,robin,shopping,ticket,veil,flower,veil,negligent,still,uncle,still,prune,steal,drop,steal,cider,success,barley,success,beetle,throw,burlesque,throw,holiday,socket,buggy,socket,habit,submarine,kidnap,submarine,cedar,swear,virtue,swear,difficult,,,,,,,END
update,exchange,update,emotion,silly,stamp,silly,maze,thunder,jabber,thunder,crowbar,swerve,raccoon,swerve,entry,strainer,burn,strainer,acid,tape,compound,tape,last,stiff,investor,stiff,promise,stay,turkey,stay,land,touch,trolley,touch,question,shout,arms,shout,chop,wade,cloth,wade,print,sword,spoiled,sword,inject,stomach,island,stomach,hare,sweet,staff,sweet,loser,toilet,mackerel,toilet,pancakes,spade,float,spade,finalize,surprise,disappear,surprise,noodles,thanks,stab,thanks,minute,,,,,,,END
waiter,walnut,waiter,raft,truth,suggest,truth,mold,toad,smart,toad,journey,tense,monster,tense,hawk,strict,fright,strict,burn,toaster,wander,toaster,picture,stir,teacher,stir,priceless,straight,blend,straight,divide,trumpet,baby,trumpet,wash,shovel,spread,shovel,robin,walk,meaning,walk,zebra,trailer,chain,trailer,swimmer,stop,jogger,stop,beef,tantrum,head,tantrum,drapes,tornado,pancakes,tornado,slap,swallow,ahead,swallow,furniture,vacation,funny,vacation,dirt,tight,winter,tight,stab,,,,,,,END
window,wacky,window,monk,uncommon,mouth,uncommon,clue,upstairs,example,upstairs,human,towel,color,towel,assistant,syrup,crab,syrup,attain,torch,picture,torch,wander,thief,beam,thief,hoop,surreal,nail,surreal,superior,volcano,spine,volcano,boring,stare,rhyme,stare,secret,weave,disagree,weave,planet,trousers,pretty,trousers,auto,store,problem,store,jogger,teeth,cute,teeth,trouble,tremble,sport,tremble,adults,thursday,surgeon,thursday,gone,vulture,patient,vulture,strung,tint,legs,tint,pony,,,,,,,END
woman,dull,woman,hospital,value,live,value,stupid,vanish,news,vanish,nature,trophy,muscle,trophy,tear,tier,queen,tier,eavesdrop,trick,alkaline,trick,ditch,waltz,cats,waltz,shake,tail,stove,tail,weird,wear,safe,wear,peach,summer,slave,summer,twist,wheel,science,wheel,file,tumble,sack,tumble,jewel,subtract,laugh,subtract,business,violin,beetle,violin,alike,tuesday,yell,tuesday,skunk,tonic,finalize,tonic,windmill,wake,space,wake,funny,town,empty,town,crazy,,,,,,,END
wound,theory,wound,song,verb,society,verb,closet,vegetable,appear,vegetable,rays,truck,ageless,truck,flirt,tiger,table,tiger,skinny,wednesday,horse,wednesday,coffee,weak,item,weak,ladder,taste,superior,taste,sparkle,wedding,iron,wedding,spine,wand,coke,wand,spoon,woodwind,join,woodwind,robust,wall,bank,wall,pretty,tomato,spot,tomato,racquet,wasp,drapes,wasp,workout,tulips,radish,tulips,slip,tool,bite,tool,fitting,winner,kids,winner,suit,vein,spit,vein,bump,,,,,,,END
wrong,basic,wrong,beets,warm,terrible,warm,tiptoe,worn,late,worn,cans,worker,damsel,worker,cutthroat,urge,thick,urge,tissue,yarn,concert,yarn,horse,white,poker,white,receive,wheat,sock,wheat,caper,wool,barrel,wool,toes,whine,beware,whine,meat,worm,lungs,worm,diary,wolf,bayonet,wolf,blame,wagon,life,wagon,style,yellow,reef,yellow,congress,wink,marker,wink,sport,yacht,graph,yacht,seller,yawn,drug,yawn,contacts,wide,washer,wide,florida,,,,,,,END
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,END